county,year,race,sex,total
Granville,2022,other,female,642
Greene,2022,other,female,178
Guilford,2022,other,female,8756
Halifax,2022,other,female,435
Harnett,2022,other,female,3743
Haywood,2022,other,female,496
Henderson,2022,other,female,1355
Hertford,2022,other,female,220
Hoke,2022,other,female,1835
Hyde,2022,other,female,54
Iredell,2022,other,female,2120
Jackson,2022,other,female,526
Johnston,2022,other,female,2615
Jones,2022,other,female,180
Lee,2022,other,female,1129
Lenoir,2022,other,female,509
Lincoln,2022,other,female,724
Macon,2022,other,female,290
Madison,2022,other,female,245
Martin,2022,other,female,154
McDowell,2022,other,female,413
Mecklenburg,2022,other,female,17046
Mitchell,2022,other,female,154
Montgomery,2022,other,female,231
Moore,2022,other,female,1198
Nash,2022,other,female,1108
New Hanover,2022,other,female,3401
Northampton,2022,other,female,150
Onslow,2022,other,female,5111
Orange,2022,other,female,2418
Pamlico,2022,other,female,127
Pasquotank,2022,other,female,616
Pender,2022,other,female,905
Perquimans,2022,other,female,133
Person,2022,other,female,449
Pitt,2022,other,female,2434
Polk,2022,other,female,235
Randolph,2022,other,female,1569
Richmond,2022,other,female,687
Robeson,2022,other,female,2241
Rockingham,2022,other,female,1351
Rowan,2022,other,female,1471
Rutherford,2022,other,female,940
Sampson,2022,other,female,874
Scotland,2022,other,female,553
Stanly,2022,other,female,547
Stokes,2022,other,female,396
Surry,2022,other,female,622
Swain,2022,other,female,541
Transylvania,2022,other,female,475
Tyrrell,2022,other,female,50
Union,2022,other,female,2844
Vance,2022,other,female,357
Wake,2022,other,female,17579
Warren,2022,other,female,223
Washington,2022,other,female,109
Watauga,2022,other,female,601
Wayne,2022,other,female,1970
Wilkes,2022,other,female,640
Wilson,2022,other,female,854
Yadkin,2022,other,female,282
Yancey,2022,other,female,131
Alamance,2022,white,female,70205
Alexander,2022,white,female,18672
Alleghany,2022,white,female,5652
Anson,2022,white,female,5435
Ashe,2022,white,female,14056
Avery,2022,white,female,7947
Beaufort,2022,white,female,17756
Bertie,2022,white,female,3424
Bladen,2022,white,female,10974
Brunswick,2022,white,female,64586
Buncombe,2022,white,female,126421
Burke,2022,white,female,40498
Cabarrus,2022,white,female,85963
Caldwell,2022,white,female,39636
Camden,2022,white,female,4448
Carteret,2022,white,female,32977
Caswell,2022,white,female,7359
Catawba,2022,white,female,70427
Chatham,2022,white,female,35408
Cherokee,2022,white,female,14491
Chowan,2022,white,female,4785
Clay,2022,white,female,6072
Cleveland,2022,white,female,39191
Columbus,2022,white,female,17543
Craven,2022,white,female,37674
Cumberland,2022,white,female,82218
Currituck,2022,white,female,12803
Dare,2022,white,female,17747
Davidson,2022,white,female,76107
Davie,2022,white,female,20804
Duplin,2022,white,female,21847
Durham,2022,white,female,86143
Edgecombe,2022,white,female,10620
Forsyth,2022,white,female,131629
Franklin,2022,white,female,25800
Gaston,2022,white,female,89610
Gates,2022,white,female,3869
Graham,2022,white,female,3961
Granville,2022,white,female,19088
Greene,2022,white,female,5818
Guilford,2022,white,female,159158
Halifax,2022,white,female,9736
Harnett,2022,white,female,50874
Haywood,2022,white,female,32033
Henderson,2022,white,female,58581
Hertford,2022,white,female,3877
Hoke,2022,white,female,15157
Hyde,2022,white,female,1676
Iredell,2022,white,female,80013
Jackson,2022,white,female,19325
Johnston,2022,white,female,91621
Jones,2022,white,female,3494
Lee,2022,white,female,23892
Lenoir,2022,white,female,15453
Lincoln,2022,white,female,42192
Macon,2022,white,female,18236
Madison,2022,white,female,11270
Martin,2022,white,female,6507
McDowell,2022,white,female,22006
Mecklenburg,2022,white,female,329555
Mitchell,2022,white,female,7499
Montgomery,2022,white,female,11650
Moore,2022,white,female,45674
Nash,2022,white,female,26178
New Hanover,2022,white,female,104220
Northampton,2022,white,female,3818
Onslow,2022,white,female,78945
Orange,2022,white,female,59615
Pamlico,2022,white,female,5048
Pasquotank,2022,white,female,10841
Pender,2022,white,female,27364
Perquimans,2022,white,female,5003
Person,2022,white,female,14798
Pitt,2022,white,female,58146
Polk,2022,white,female,10671
Randolph,2022,white,female,68340
Richmond,2022,white,female,13701
Robeson,2022,white,female,20375
Rockingham,2022,white,female,36344
Rowan,2022,white,female,58173
Rutherford,2022,white,female,31419
Sampson,2022,white,female,22337
Scotland,2022,white,female,7701
Stanly,2022,white,female,27667
Stokes,2022,white,female,22506
Surry,2022,white,female,34871
Swain,2022,white,female,4540
Transylvania,2022,white,female,17738
Tyrrell,2022,white,female,1200
Union,2022,white,female,106003
Vance,2022,white,female,10711
Wake,2022,white,female,391794
Warren,2022,white,female,3651
Washington,2022,white,female,2712
Watauga,2022,white,female,27991
Wayne,2022,white,female,40202
Wilkes,2022,white,female,33533
Wilson,2022,white,female,23576
Yadkin,2022,white,female,18333
Yancey,2022,white,female,9344
Alamance,2022,aian,male,2018
Alexander,2022,aian,male,155
Alleghany,2022,aian,male,71
Anson,2022,aian,male,170
Ashe,2022,aian,male,33
Avery,2022,aian,male,79
Beaufort,2022,aian,male,408
Bertie,2022,aian,male,72
Bladen,2022,aian,male,566
Brunswick,2022,aian,male,903
Buncombe,2022,aian,male,837
Burke,2022,aian,male,653
Cabarrus,2022,aian,male,1083
Caldwell,2022,aian,male,372
Camden,2022,aian,male,17
Carteret,2022,aian,male,221
Caswell,2022,aian,male,99
Catawba,2022,aian,male,628
Chatham,2022,aian,male,807
Cherokee,2022,aian,male,207
Chowan,2022,aian,male,54
Clay,2022,aian,male,30
Cleveland,2022,aian,male,261
Columbus,2022,aian,male,966
Craven,2022,aian,male,344
Cumberland,2022,aian,male,2710
Currituck,2022,aian,male,120
Dare,2022,aian,male,149
Davidson,2022,aian,male,1159
Davie,2022,aian,male,200
Duplin,2022,aian,male,664
Durham,2022,aian,male,2623
Edgecombe,2022,aian,male,268
Forsyth,2022,aian,male,2498
Franklin,2022,aian,male,479
Gaston,2022,aian,male,1062
Gates,2022,aian,male,37
Graham,2022,aian,male,273
Granville,2022,aian,male,444
Greene,2022,aian,male,449
Guilford,2022,aian,male,2489
Halifax,2022,aian,male,1208
Harnett,2022,aian,male,1986
Haywood,2022,aian,male,205
Henderson,2022,aian,male,559
Hertford,2022,aian,male,111
Hoke,2022,aian,male,2566
Hyde,2022,aian,male,38
Iredell,2022,aian,male,934
Jackson,2022,aian,male,2160
Johnston,2022,aian,male,1371
Jones,2022,aian,male,70
Lee,2022,aian,male,609
Lenoir,2022,aian,male,300
Lincoln,2022,aian,male,197
Macon,2022,aian,male,232
Madison,2022,aian,male,29
Martin,2022,aian,male,72
McDowell,2022,aian,male,307
Mecklenburg,2022,aian,male,6707
Mitchell,2022,aian,male,127
Montgomery,2022,aian,male,147
Moore,2022,aian,male,524
Nash,2022,aian,male,619
New Hanover,2022,aian,male,1082
Northampton,2022,aian,male,63
Onslow,2022,aian,male,1000
Orange,2022,aian,male,535
Pamlico,2022,aian,male,63
Pasquotank,2022,aian,male,140
Pender,2022,aian,male,397
Perquimans,2022,aian,male,31
Person,2022,aian,male,204
Pitt,2022,aian,male,642
Polk,2022,aian,male,85
Randolph,2022,aian,male,1265
Richmond,2022,aian,male,1142
Robeson,2022,aian,male,25185
Rockingham,2022,aian,male,384
Rowan,2022,aian,male,607
Rutherford,2022,aian,male,131
Sampson,2022,aian,male,1672
Scotland,2022,aian,male,2458
Stanly,2022,aian,male,176
Stokes,2022,aian,male,134
Surry,2022,aian,male,331
Swain,2022,aian,male,1670
Transylvania,2022,aian,male,86
Tyrrell,2022,aian,male,30
Union,2022,aian,male,1182
Vance,2022,aian,male,277
Wake,2022,aian,male,7036
Warren,2022,aian,male,569
Washington,2022,aian,male,52
Watauga,2022,aian,male,101
Wayne,2022,aian,male,708
Wilkes,2022,aian,male,199
Wilson,2022,aian,male,296
Yadkin,2022,aian,male,196
Yancey,2022,aian,male,107
Alamance,2022,asian,male,1391
Alexander,2022,asian,male,199
Alleghany,2022,asian,male,55
Anson,2022,asian,male,213
Ashe,2022,asian,male,83
Avery,2022,asian,male,54
Beaufort,2022,asian,male,118
Bertie,2022,asian,male,99
Bladen,2022,asian,male,53
Brunswick,2022,asian,male,575
Buncombe,2022,asian,male,2053
Burke,2022,asian,male,2172
Cabarrus,2022,asian,male,3298
Caldwell,2022,asian,male,287
Camden,2022,asian,male,138
Carteret,2022,asian,male,423
Caswell,2022,asian,male,31
Catawba,2022,asian,male,3292
Chatham,2022,asian,male,602
Cherokee,2022,asian,male,140
Chowan,2022,asian,male,70
Clay,2022,asian,male,7
Cleveland,2022,asian,male,458
Columbus,2022,asian,male,170
Craven,2022,asian,male,1574
Cumberland,2022,asian,male,4412
Currituck,2022,asian,male,98
Dare,2022,asian,male,135
Davidson,2022,asian,male,1327
Davie,2022,asian,male,148
Duplin,2022,asian,male,417
Durham,2022,asian,male,8238
Edgecombe,2022,asian,male,93
Forsyth,2022,asian,male,5286
Franklin,2022,asian,male,252
Gaston,2022,asian,male,1952
Gates,2022,asian,male,24
Graham,2022,asian,male,28
Granville,2022,asian,male,278
Greene,2022,asian,male,98
Guilford,2022,asian,male,14963
Halifax,2022,asian,male,235
Harnett,2022,asian,male,803
Haywood,2022,asian,male,134
Henderson,2022,asian,male,918
Hertford,2022,asian,male,133
Hoke,2022,asian,male,421
Hyde,2022,asian,male,7
Iredell,2022,asian,male,2475
Jackson,2022,asian,male,275
Johnston,2022,asian,male,1124
Jones,2022,asian,male,19
Lee,2022,asian,male,318
Lenoir,2022,asian,male,217
Lincoln,2022,asian,male,293
Macon,2022,asian,male,172
Madison,2022,asian,male,32
Martin,2022,asian,male,67
McDowell,2022,asian,male,208
Mecklenburg,2022,asian,male,34163
Mitchell,2022,asian,male,36
Montgomery,2022,asian,male,230
Moore,2022,asian,male,864
Nash,2022,asian,male,585
New Hanover,2022,asian,male,1903
Northampton,2022,asian,male,33
Onslow,2022,asian,male,2308
Orange,2022,asian,male,6472
Pamlico,2022,asian,male,27
Pasquotank,2022,asian,male,296
Pender,2022,asian,male,225
Perquimans,2022,asian,male,26
Person,2022,asian,male,100
Pitt,2022,asian,male,2025
Polk,2022,asian,male,84
Randolph,2022,asian,male,1066
Richmond,2022,asian,male,306
Robeson,2022,asian,male,1001
Rockingham,2022,asian,male,336
Rowan,2022,asian,male,749
Rutherford,2022,asian,male,169
Sampson,2022,asian,male,214
Scotland,2022,asian,male,207
Stanly,2022,asian,male,824
Stokes,2022,asian,male,60
Surry,2022,asian,male,190
Swain,2022,asian,male,44
Transylvania,2022,asian,male,98
Tyrrell,2022,asian,male,65
Union,2022,asian,male,3560
Vance,2022,asian,male,104
Wake,2022,asian,male,39585
Warren,2022,asian,male,39
Washington,2022,asian,male,11
Watauga,2022,asian,male,345
Wayne,2022,asian,male,911
Wilkes,2022,asian,male,209
Wilson,2022,asian,male,606
Yadkin,2022,asian,male,83
Yancey,2022,asian,male,74
Alamance,2022,black,male,15896
Alexander,2022,black,male,1223
Alleghany,2022,black,male,81
Anson,2022,black,male,6672
Ashe,2022,black,male,126
Avery,2022,black,male,668
Beaufort,2022,black,male,4848
Bertie,2022,black,male,5792
Bladen,2022,black,male,5225
Brunswick,2022,black,male,8387
Buncombe,2022,black,male,7380
Burke,2022,black,male,3504
Cabarrus,2022,black,male,19616
Caldwell,2022,black,male,1980
Camden,2022,black,male,732
Carteret,2022,black,male,2030
Caswell,2022,black,male,3781
Catawba,2022,black,male,6769
Chatham,2022,black,male,4157
Cherokee,2022,black,male,211
Chowan,2022,black,male,2165
Clay,2022,black,male,38
Cleveland,2022,black,male,9625
Columbus,2022,black,male,10482
Craven,2022,black,male,11213
Cumberland,2022,black,male,57429
Currituck,2022,black,male,810
Dare,2022,black,male,510
Davidson,2022,black,male,7419
Davie,2022,black,male,1149
Duplin,2022,black,male,6530
Durham,2022,black,male,58672
Edgecombe,2022,black,male,13388
Forsyth,2022,black,male,50993
Franklin,2022,black,male,8781
Gaston,2022,black,male,17636
Gates,2022,black,male,1858
Graham,2022,black,male,11
Granville,2022,black,male,11239
Greene,2022,black,male,3708
Guilford,2022,black,male,90573
Halifax,2022,black,male,12513
Harnett,2022,black,male,14666
Haywood,2022,black,male,356
Henderson,2022,black,male,1812
Hertford,2022,black,male,6650
Hoke,2022,black,male,8364
Hyde,2022,black,male,931
Iredell,2022,black,male,10536
Jackson,2022,black,male,432
Johnston,2022,black,male,16568
Jones,2022,black,male,1193
Lee,2022,black,male,6045
Lenoir,2022,black,male,10705
Lincoln,2022,black,male,2345
Macon,2022,black,male,365
Madison,2022,black,male,238
Martin,2022,black,male,4458
McDowell,2022,black,male,1097
Mecklenburg,2022,black,male,187594
Mitchell,2022,black,male,41
Montgomery,2022,black,male,1993
Moore,2022,black,male,6062
Nash,2022,black,male,18735
New Hanover,2022,black,male,16374
Northampton,2022,black,male,5437
Onslow,2022,black,male,13840
Orange,2022,black,male,6968
Pamlico,2022,black,male,1169
Pasquotank,2022,black,male,7844
Pender,2022,black,male,4506
Perquimans,2022,black,male,1539
Person,2022,black,male,4834
Pitt,2022,black,male,28895
Polk,2022,black,male,440
Randolph,2022,black,male,4436
Richmond,2022,black,male,6768
Robeson,2022,black,male,15028
Rockingham,2022,black,male,8099
Rowan,2022,black,male,11673
Rutherford,2022,black,male,2949
Sampson,2022,black,male,7292
Scotland,2022,black,male,6513
Stanly,2022,black,male,3572
Stokes,2022,black,male,844
Surry,2022,black,male,1533
Swain,2022,black,male,6
Transylvania,2022,black,male,720
Tyrrell,2022,black,male,971
Union,2022,black,male,14118
Vance,2022,black,male,10990
Wake,2022,black,male,119026
Warren,2022,black,male,5051
Washington,2022,black,male,2793
Watauga,2022,black,male,771
Wayne,2022,black,male,17842
Wilkes,2022,black,male,1759
Wilson,2022,black,male,16267
Yadkin,2022,black,male,550
Yancey,2022,black,male,97
Alamance,2022,other,male,2306
Alexander,2022,other,male,321
Alleghany,2022,other,male,83
Anson,2022,other,male,260
Ashe,2022,other,male,229
Avery,2022,other,male,75
Beaufort,2022,other,male,498
Bertie,2022,other,male,139
Bladen,2022,other,male,330
Brunswick,2022,other,male,1483
Buncombe,2022,other,male,3531
Burke,2022,other,male,1146
Cabarrus,2022,other,male,2739
Caldwell,2022,other,male,905
Camden,2022,other,male,195
Carteret,2022,other,male,1079
Caswell,2022,other,male,281
Catawba,2022,other,male,1951
Chatham,2022,other,male,805
Cherokee,2022,other,male,639
Chowan,2022,other,male,129
Clay,2022,other,male,125
Cleveland,2022,other,male,1125
Columbus,2022,other,male,595
Craven,2022,other,male,1674
Cumberland,2022,other,male,10117
Currituck,2022,other,male,351
Dare,2022,other,male,511
Davidson,2022,other,male,1670
Davie,2022,other,male,446
Duplin,2022,other,male,533
Durham,2022,other,male,4610
Edgecombe,2022,other,male,410
Forsyth,2022,other,male,5239
Franklin,2022,other,male,773
Gaston,2022,other,male,2702
Gates,2022,other,male,171
Graham,2022,other,male,127
Granville,2022,other,male,676
Greene,2022,other,male,175
Guilford,2022,other,male,7346
Halifax,2022,other,male,394
Harnett,2022,other,male,3263
Haywood,2022,other,male,427
Henderson,2022,other,male,1149
Hertford,2022,other,male,159
Hoke,2022,other,male,1566
Hyde,2022,other,male,42
Iredell,2022,other,male,2116
Jackson,2022,other,male,592
Johnston,2022,other,male,2620
Jones,2022,other,male,179
Lee,2022,other,male,924
Lenoir,2022,other,male,499
Lincoln,2022,other,male,798
Macon,2022,other,male,254
Madison,2022,other,male,224
Martin,2022,other,male,119
McDowell,2022,other,male,370
Mecklenburg,2022,other,male,17161
Mitchell,2022,other,male,103
Montgomery,2022,other,male,224
Moore,2022,other,male,1198
Nash,2022,other,male,1086
New Hanover,2022,other,male,3153
Northampton,2022,other,male,120
Onslow,2022,other,male,5231
Orange,2022,other,male,2265
Pamlico,2022,other,male,115
Pasquotank,2022,other,male,568
Pender,2022,other,male,883
Perquimans,2022,other,male,106
Person,2022,other,male,377
Pitt,2022,other,male,2229
Polk,2022,other,male,197
Randolph,2022,other,male,1498
Richmond,2022,other,male,659
Robeson,2022,other,male,2361
Rockingham,2022,other,male,1129
Rowan,2022,other,male,1524
Rutherford,2022,other,male,913
Sampson,2022,other,male,825
Scotland,2022,other,male,560
Stanly,2022,other,male,527
Stokes,2022,other,male,416
Surry,2022,other,male,686
Swain,2022,other,male,417
Transylvania,2022,other,male,321
Tyrrell,2022,other,male,37
Union,2022,other,male,2760
Vance,2022,other,male,490
Wake,2022,other,male,17408
Warren,2022,other,male,238
Washington,2022,other,male,153
Watauga,2022,other,male,597
Wayne,2022,other,male,1942
Wilkes,2022,other,male,732
